I9_DX,I9_DX_desc,CCI,body_system
01604,TB OF KIDNEY-CULT DX,NonChronic,Infectious and parasitic disease
01605,TB OF KIDNEY-HISTO DX,NonChronic,Infectious and parasitic disease
01606,TB OF KIDNEY-OTH TEST,NonChronic,Infectious and parasitic disease
01610,TB OF BLADDER-UNSPEC,NonChronic,Infectious and parasitic disease
01611,TB OF BLADDER-NO EXAM,NonChronic,Infectious and parasitic disease
01612,TB OF BLADDER-EXAM UNKN,NonChronic,Infectious and parasitic disease
01613,TB OF BLADDER-MICRO DX,NonChronic,Infectious and parasitic disease
01614,TB OF BLADDER-CULT DX,NonChronic,Infectious and parasitic disease
01615,TB OF BLADDER-HISTO DX,NonChronic,Infectious and parasitic disease
01616,TB OF BLADDER-OTH TEST,NonChronic,Infectious and parasitic disease
01620,TB OF URETER-UNSPEC,NonChronic,Infectious and parasitic disease
01621,TB OF URETER-NO EXAM,NonChronic,Infectious and parasitic disease
01622,TB OF URETER-EXAM UNKN,NonChronic,Infectious and parasitic disease
01623,TB OF URETER-MICRO DX,NonChronic,Infectious and parasitic disease
01624,TB OF URETER-CULT DX,NonChronic,Infectious and parasitic disease
01625,TB OF URETER-HISTO DX,NonChronic,Infectious and parasitic disease
01626,TB OF URETER-OTH TEST,NonChronic,Infectious and parasitic disease
01630,TB URINARY NEC-UNSPEC,NonChronic,Infectious and parasitic disease
01631,TB URINARY NEC-NO EXAM,NonChronic,Infectious and parasitic disease
01632,TB URINARY NEC-EXAM UNKN,NonChronic,Infectious and parasitic disease
01633,TB URINARY NEC-MICRO DX,NonChronic,Infectious and parasitic disease
01634,TB URINARY NEC-CULT DX,NonChronic,Infectious and parasitic disease
01635,TB URINARY NEC-HISTO DX,NonChronic,Infectious and parasitic disease
01636,TB URINARY NEC-OTH TEST,NonChronic,Infectious and parasitic disease
01640,TB EPIDIDYMIS-UNSPEC,NonChronic,Infectious and parasitic disease
01641,TB EPIDIDYMIS-NO EXAM,NonChronic,Infectious and parasitic disease
01642,TB EPIDIDYMIS-EXAM UNKN,NonChronic,Infectious and parasitic disease
01643,TB EPIDIDYMIS-MICRO DX,NonChronic,Infectious and parasitic disease
01644,TB EPIDIDYMIS-CULT DX,NonChronic,Infectious and parasitic disease
01645,TB EPIDIDYMIS-HISTO DX,NonChronic,Infectious and parasitic disease
01646,TB EPIDIDYMIS-OTH TEST,NonChronic,Infectious and parasitic disease
01650,TB MALE GENIT NEC-UNSPEC,NonChronic,Infectious and parasitic disease
01651,TB MALE GEN NEC-NO EXAM,NonChronic,Infectious and parasitic disease
01652,TB MALE GEN NEC-EX UNKN,NonChronic,Infectious and parasitic disease
01653,TB MALE GEN NEC-MICRO DX,NonChronic,Infectious and parasitic disease
01654,TB MALE GEN NEC-CULT DX,NonChronic,Infectious and parasitic disease
01655,TB MALE GEN NEC-HISTO DX,NonChronic,Infectious and parasitic disease
01656,TB MALE GEN NEC-OTH TEST,NonChronic,Infectious and parasitic disease
01660,TB OVARY & TUBE-UNSPEC,NonChronic,Infectious and parasitic disease
01661,TB OVARY & TUBE-NO EXAM,NonChronic,Infectious and parasitic disease
01662,TB OVARY/TUBE-EXAM UNKN,NonChronic,Infectious and parasitic disease
01663,TB OVARY & TUBE-MICRO DX,NonChronic,Infectious and parasitic disease
01664,TB OVARY & TUBE-CULT DX,NonChronic,Infectious and parasitic disease
01665,TB OVARY & TUBE-HISTO DX,NonChronic,Infectious and parasitic disease
01666,TB OVARY & TUBE-OTH TEST,NonChronic,Infectious and parasitic disease
01670,TB FEMALE GEN NEC-UNSPEC,NonChronic,Infectious and parasitic disease
01671,TB FEM GEN NEC-NO EXAM,NonChronic,Infectious and parasitic disease
01672,TB FEM GEN NEC-EXAM UNKN,NonChronic,Infectious and parasitic disease
01673,TB FEM GEN NEC-MICRO DX,NonChronic,Infectious and parasitic disease
01674,TB FEM GEN NEC-CULT DX,NonChronic,Infectious and parasitic disease
01675,TB FEM GEN NEC-HISTO DX,NonChronic,Infectious and parasitic disease
01676,TB FEM GEN NEC-OTH TEST,NonChronic,Infectious and parasitic disease
01690,GU TB NOS-UNSPEC,NonChronic,Infectious and parasitic disease
01691,GU TB NOS-NO EXAM,NonChronic,Infectious and parasitic disease
01692,GU TB NOS-EXAM UNKN,NonChronic,Infectious and parasitic disease
01693,GU TB NOS-MICRO DX,NonChronic,Infectious and parasitic disease
01694,GU TB NOS-CULT DX,NonChronic,Infectious and parasitic disease
01695,GU TB NOS-HISTO DX,NonChronic,Infectious and parasitic disease
01696,GU TB NOS-OTH TEST,NonChronic,Infectious and parasitic disease
01700,TB SKIN/SUBCUTAN-UNSPEC,NonChronic,Infectious and parasitic disease
01701,TB SKIN/SUBCUT-NO EXAM,NonChronic,Infectious and parasitic disease
01702,TB SKIN/SUBCUT-EXAM UNKN,NonChronic,Infectious and parasitic disease
01703,TB SKIN/SUBCUT-MICRO DX,NonChronic,Infectious and parasitic disease
01704,TB SKIN/SUBCUT-CULT DX,NonChronic,Infectious and parasitic disease
01705,TB SKIN/SUBCUT-HISTO DX,NonChronic,Infectious and parasitic disease
01706,TB SKIN/SUBCUT-OTH TEST,NonChronic,Infectious and parasitic disease
01710,ERYTHEMA NODOS TB-UNSPEC,NonChronic,Infectious and parasitic disease
01711,ERYTHEM NODOS TB-NO EXAM,NonChronic,Infectious and parasitic disease
01712,ERYTHEM NOD TB-EXAM UNKN,NonChronic,Infectious and parasitic disease
01713,ERYTHEM NOD TB-MICRO DX,NonChronic,Infectious and parasitic disease
01714,ERYTHEM NODOS TB-CULT DX,NonChronic,Infectious and parasitic disease
01715,ERYTHEM NOD TB-HISTO DX,NonChronic,Infectious and parasitic disease
01716,ERYTHEM NOD TB-OTH TEST,NonChronic,Infectious and parasitic disease
01720,TB PERIPH LYMPH-UNSPEC,NonChronic,Infectious and parasitic disease
01721,TB PERIPH LYMPH-NO EXAM,NonChronic,Infectious and parasitic disease
01722,TB PERIPH LYMPH-EXAM UNK,NonChronic,Infectious and parasitic disease
01723,TB PERIPH LYMPH-MICRO DX,NonChronic,Infectious and parasitic disease
01724,TB PERIPH LYMPH-CULT DX,NonChronic,Infectious and parasitic disease
01725,TB PERIPH LYMPH-HISTO DX,NonChronic,Infectious and parasitic disease
01726,TB PERIPH LYMPH-OTH TEST,NonChronic,Infectious and parasitic disease
01730,TB OF EYE-UNSPEC,NonChronic,Infectious and parasitic disease
01731,TB OF EYE-NO EXAM,NonChronic,Infectious and parasitic disease
01732,TB OF EYE-EXAM UNKN,NonChronic,Infectious and parasitic disease
01733,TB OF EYE-MICRO DX,NonChronic,Infectious and parasitic disease
01734,TB OF EYE-CULT DX,NonChronic,Infectious and parasitic disease
01735,TB OF EYE-HISTO DX,NonChronic,Infectious and parasitic disease
01736,TB OF EYE-OTH TEST,NonChronic,Infectious and parasitic disease
01740,TB OF EAR-UNSPEC,NonChronic,Infectious and parasitic disease
01741,TB OF EAR-NO EXAM,NonChronic,Infectious and parasitic disease
01742,TB OF EAR-EXAM UNKN,NonChronic,Infectious and parasitic disease
01743,TB OF EAR-MICRO DX,NonChronic,Infectious and parasitic disease
01744,TB OF EAR-CULT DX,NonChronic,Infectious and parasitic disease
01745,TB OF EAR-HISTO DX,NonChronic,Infectious and parasitic disease
01746,TB OF EAR-OTH TEST,NonChronic,Infectious and parasitic disease
01750,TB OF THYROID-UNSPEC,NonChronic,Infectious and parasitic disease
01751,TB OF THYROID-NO EXAM,NonChronic,Infectious and parasitic disease
01752,TB OF THYROID-EXAM UNKN,NonChronic,Infectious and parasitic disease
01753,TB OF THYROID-MICRO DX,NonChronic,Infectious and parasitic disease
01754,TB OF THYROID-CULT DX,NonChronic,Infectious and parasitic disease
01755,TB OF THYROID-HISTO DX,NonChronic,Infectious and parasitic disease
01756,TB OF THYROID-OTH TEST,NonChronic,Infectious and parasitic disease
01760,TB OF ADRENAL-UNSPEC,NonChronic,Infectious and parasitic disease
01761,TB OF ADRENAL-NO EXAM,NonChronic,Infectious and parasitic disease
01762,TB OF ADRENAL-EXAM UNKN,NonChronic,Infectious and parasitic disease
01763,TB OF ADRENAL-MICRO DX,NonChronic,Infectious and parasitic disease
01764,TB OF ADRENAL-CULT DX,NonChronic,Infectious and parasitic disease
01765,TB OF ADRENAL-HISTO DX,NonChronic,Infectious and parasitic disease
01766,TB OF ADRENAL-OTH TEST,NonChronic,Infectious and parasitic disease
01770,TB OF SPLEEN-UNSPEC,NonChronic,Infectious and parasitic disease
01771,TB OF SPLEEN-NO EXAM,NonChronic,Infectious and parasitic disease
01772,TB OF SPLEEN-EXAM UNKN,NonChronic,Infectious and parasitic disease
01773,TB OF SPLEEN-MICRO DX,NonChronic,Infectious and parasitic disease
01774,TB OF SPLEEN-CULT DX,NonChronic,Infectious and parasitic disease
01775,TB OF SPLEEN-HISTO DX,NonChronic,Infectious and parasitic disease
01776,TB OF SPLEEN-OTH TEST,NonChronic,Infectious and parasitic disease
01780,TB ESOPHAGUS-UNSPEC,NonChronic,Infectious and parasitic disease
01781,TB ESOPHAGUS-NO EXAM,NonChronic,Infectious and parasitic disease
01782,TB ESOPHAGUS-EXAM UNKN,NonChronic,Infectious and parasitic disease
01783,TB ESOPHAGUS-MICRO DX,NonChronic,Infectious and parasitic disease
01784,TB ESOPHAGUS-CULT DX,NonChronic,Infectious and parasitic disease
01785,TB ESOPHAGUS-HISTO DX,NonChronic,Infectious and parasitic disease
01786,TB ESOPHAGUS-OTH TEST,NonChronic,Infectious and parasitic disease
01790,TB OF ORGAN NEC-UNSPEC,NonChronic,Infectious and parasitic disease
01791,TB OF ORGAN NEC-NO EXAM,NonChronic,Infectious and parasitic disease
01792,TB ORGAN NEC-EXAM UNKN,NonChronic,Infectious and parasitic disease
01793,TB OF ORGAN NEC-MICRO DX,NonChronic,Infectious and parasitic disease
01794,TB OF ORGAN NEC-CULT DX,NonChronic,Infectious and parasitic disease
01795,TB OF ORGAN NEC-HISTO DX,NonChronic,Infectious and parasitic disease
01796,TB OF ORGAN NEC-OTH TEST,NonChronic,Infectious and parasitic disease
01800,ACUTE MILIARY TB-UNSPEC,NonChronic,Infectious and parasitic disease
01801,ACUTE MILIARY TB-NO EXAM,NonChronic,Infectious and parasitic disease
01802,AC MILIARY TB-EXAM UNKN,NonChronic,Infectious and parasitic disease
01803,AC MILIARY TB-MICRO DX,NonChronic,Infectious and parasitic disease
01804,ACUTE MILIARY TB-CULT DX,NonChronic,Infectious and parasitic disease
01805,AC MILIARY TB-HISTO DX,NonChronic,Infectious and parasitic disease
01806,AC MILIARY TB-OTH TEST,NonChronic,Infectious and parasitic disease
01880,MILIARY TB NEC-UNSPEC,NonChronic,Infectious and parasitic disease
01881,MILIARY TB NEC-NO EXAM,NonChronic,Infectious and parasitic disease
01882,MILIARY TB NEC-EXAM UNKN,NonChronic,Infectious and parasitic disease
01883,MILIARY TB NEC-MICRO DX,NonChronic,Infectious and parasitic disease
01884,MILIARY TB NEC-CULT DX,NonChronic,Infectious and parasitic disease
01885,MILIARY TB NEC-HISTO DX,NonChronic,Infectious and parasitic disease
01886,MILIARY TB NEC-OTH TEST,NonChronic,Infectious and parasitic disease
01890,MILIARY TB NOS-UNSPEC,NonChronic,Infectious and parasitic disease
01891,MILIARY TB NOS-NO EXAM,NonChronic,Infectious and parasitic disease
01892,MILIARY TB NOS-EXAM UNKN,NonChronic,Infectious and parasitic disease
01893,MILIARY TB NOS-MICRO DX,NonChronic,Infectious and parasitic disease
01894,MILIARY TB NOS-CULT DX,NonChronic,Infectious and parasitic disease
01895,MILIARY TB NOS-HISTO DX,NonChronic,Infectious and parasitic disease
01896,MILIARY TB NOS-OTH TEST,NonChronic,Infectious and parasitic disease
0200,BUBONIC PLAGUE,NonChronic,Infectious and parasitic disease
0201,CELLULOCUTANEOUS PLAGUE,NonChronic,Infectious and parasitic disease
0202,SEPTICEMIC PLAGUE,NonChronic,Infectious and parasitic disease
0203,PRIMARY PNEUMONIC PLAGUE,NonChronic,Infectious and parasitic disease
0204,SECONDARY PNEUMON PLAGUE,NonChronic,Infectious and parasitic disease
0205,PNEUMONIC PLAGUE NOS,NonChronic,Infectious and parasitic disease
0208,OTHER TYPES OF PLAGUE,NonChronic,Infectious and parasitic disease
0209,PLAGUE NOS,NonChronic,Infectious and parasitic disease
0210,ULCEROGLANDUL TULAREMIA,NonChronic,Infectious and parasitic disease
0211,ENTERIC TULAREMIA,NonChronic,Infectious and parasitic disease
0212,PULMONARY TULAREMIA,NonChronic,Infectious and parasitic disease
0213,OCULOGLANDULAR TULAREMIA,NonChronic,Infectious and parasitic disease
0218,TULAREMIA NEC,NonChronic,Infectious and parasitic disease
0219,TULAREMIA NOS,NonChronic,Infectious and parasitic disease
0220,CUTANEOUS ANTHRAX,NonChronic,Infectious and parasitic disease
0221,PULMONARY ANTHRAX,NonChronic,Infectious and parasitic disease
0222,GASTROINTESTINAL ANTHRAX,NonChronic,Infectious and parasitic disease
0223,ANTHRAX SEPTICEMIA,NonChronic,Infectious and parasitic disease
0228,OTHER ANTHRAX MANIFEST,NonChronic,Infectious and parasitic disease
0229,ANTHRAX NOS,NonChronic,Infectious and parasitic disease
0230,BRUCELLA MELITENSIS,NonChronic,Infectious and parasitic disease
0231,BRUCELLA ABORTUS,NonChronic,Infectious and parasitic disease
0232,BRUCELLA SUIS,NonChronic,Infectious and parasitic disease
0233,BRUCELLA CANIS,NonChronic,Infectious and parasitic disease
0238,BRUCELLOSIS NEC,NonChronic,Infectious and parasitic disease
0239,BRUCELLOSIS NOS,NonChronic,Infectious and parasitic disease
024,GLANDERS,NonChronic,Infectious and parasitic disease
025,MELIOIDOSIS,NonChronic,Infectious and parasitic disease
0260,SPIRILLARY FEVER,NonChronic,Infectious and parasitic disease
0261,STREPTOBACILLARY FEVER,NonChronic,Infectious and parasitic disease
0269,RAT-BITE FEVER NOS,NonChronic,Infectious and parasitic disease
0270,LISTERIOSIS,NonChronic,Infectious and parasitic disease
0271,ERYSIPELOTHRIX INFECTION,NonChronic,Infectious and parasitic disease
0272,PASTEURELLOSIS,NonChronic,Infectious and parasitic disease
0278,ZOONOTIC BACT DIS NEC,NonChronic,Infectious and parasitic disease
0279,ZOONOTIC BACT DIS NOS,NonChronic,Infectious and parasitic disease
0300,LEPROMATOUS LEPROSY,NonChronic,Infectious and parasitic disease
0301,TUBERCULOID LEPROSY,NonChronic,Infectious and parasitic disease
0302,INDETERMINATE LEPROSY,NonChronic,Infectious and parasitic disease
0303,BORDERLINE LEPROSY,NonChronic,Infectious and parasitic disease
0308,LEPROSY NEC,NonChronic,Infectious and parasitic disease
0309,LEPROSY NOS,NonChronic,Infectious and parasitic disease
0310,PULMONARY MYCOBACTERIA,NonChronic,Infectious and parasitic disease
0311,CUTANEOUS MYCOBACTERIA,NonChronic,Infectious and parasitic disease
0312,DX DUE TO DISSEM MYCOBACT (Begin 1997),NonChronic,Infectious and parasitic disease
0318,MYCOBACTERIAL DIS NEC,NonChronic,Infectious and parasitic disease
0319,MYCOBACTERIAL DIS NOS,NonChronic,Infectious and parasitic disease
0320,FAUCIAL DIPHTHERIA,NonChronic,Infectious and parasitic disease
0321,NASOPHARYNX DIPHTHERIA,NonChronic,Infectious and parasitic disease
0322,ANT NASAL DIPHTHERIA,NonChronic,Infectious and parasitic disease
0323,LARYNGEAL DIPHTHERIA,NonChronic,Infectious and parasitic disease
03281,CONJUNCTIVAL DIPHTHERIA,NonChronic,Infectious and parasitic disease
03282,DIPHTHERITIC MYOCARDITIS,NonChronic,Infectious and parasitic disease
03283,DIPHTHERITIC PERITONITIS,NonChronic,Infectious and parasitic disease
03284,DIPHTHERITIC CYSTITIS,NonChronic,Infectious and parasitic disease
03285,CUTANEOUS DIPHTHERIA,NonChronic,Infectious and parasitic disease
03289,DIPHTHERIA NEC,NonChronic,Infectious and parasitic disease
0329,DIPHTHERIA NOS,NonChronic,Infectious and parasitic disease
0330,BORDETELLA PERTUSSIS,NonChronic,Infectious and parasitic disease
0331,BORDETELLA PARAPERTUSSIS,NonChronic,Infectious and parasitic disease
0338,WHOOPING COUGH NEC,NonChronic,Infectious and parasitic disease
0339,WHOOPING COUGH NOS,NonChronic,Infectious and parasitic disease
0340,STREP SORE THROAT,NonChronic,Infectious and parasitic disease
0341,SCARLET FEVER,NonChronic,Infectious and parasitic disease
035,ERYSIPELAS,NonChronic,Infectious and parasitic disease
0360,MENINGOCOCCAL MENINGITIS,NonChronic,Infectious and parasitic disease
0361,MENINGOCOCC ENCEPHALITIS,NonChronic,Infectious and parasitic disease
0362,MENINGOCOCCEMIA,NonChronic,Infectious and parasitic disease
0363,MENINGOCOCC ADRENAL SYND,NonChronic,Infectious and parasitic disease
03640,MENINGOCOCC CARDITIS NOS,NonChronic,Infectious and parasitic disease
03641,MENINGOCOCC PERICARDITIS,NonChronic,Infectious and parasitic disease
03642,MENINGOCOCC ENDOCARDITIS,NonChronic,Infectious and parasitic disease
03643,MENINGOCOCC MYOCARDITIS,NonChronic,Infectious and parasitic disease
03681,MENINGOCOCC OPTIC NEURIT,NonChronic,Infectious and parasitic disease
03682,MENINGOCOCC ARTHROPATHY,NonChronic,Infectious and parasitic disease
03689,MENINGOCOCCAL INFECT NEC,NonChronic,Infectious and parasitic disease
0369,MENINGOCOCCAL INFECT NOS,NonChronic,Infectious and parasitic disease
037,TETANUS,NonChronic,Infectious and parasitic disease
0380,STREPTOCOCCAL SEPTICEMIA,NonChronic,Infectious and parasitic disease
0381,STAPHYLOCOCC SEPTICEMIA  (End 1997),NonChronic,Infectious and parasitic disease
03810,STAPH SEPTICEMIA UNSPEC (Begin 1997),NonChronic,Infectious and parasitic disease
03811,STAPH AUREUS SEPTICEMIA (Begin 1997),NonChronic,Infectious and parasitic disease
03812,MRSA SEPTICEMIA (begin 2008),NonChronic,Infectious and parasitic disease
03819,OT STAPH SEPTICEMIA (Begin 1997),NonChronic,Infectious and parasitic disease
0382,PNEUMOCOCCAL SEPTICEMIA,NonChronic,Infectious and parasitic disease
0383,ANAEROBIC SEPTICEMIA,NonChronic,Infectious and parasitic disease
03840,GRAM-NEG SEPTICEMIA NOS,NonChronic,Infectious and parasitic disease
03841,H. INFLUENAE SEPTICEMIA,NonChronic,Infectious and parasitic disease
03842,E COLI SEPTICEMIA,NonChronic,Infectious and parasitic disease
03843,PSEUDOMONAS SEPTICEMIA,NonChronic,Infectious and parasitic disease
03844,SERRATIA SEPTICEMIA,NonChronic,Infectious and parasitic disease
03849,GRAM-NEG SEPTICEMIA NEC,NonChronic,Infectious and parasitic disease
0388,SEPTICEMIA NEC,NonChronic,Infectious and parasitic disease
0389,SEPTICEMIA NOS,NonChronic,Infectious and parasitic disease
0390,CUTANEOUS ACTINOMYCOSIS,NonChronic,Infectious and parasitic disease
0391,PULMONARY ACTINOMYCOSIS,NonChronic,Infectious and parasitic disease
0392,ABDOMINAL ACTINOMYCOSIS,NonChronic,Infectious and parasitic disease
0393,CERVICOFAC ACTINOMYCOSIS,NonChronic,Infectious and parasitic disease
0394,MADURA FOOT,NonChronic,Infectious and parasitic disease
0398,ACTINOMYCOSIS NEC,NonChronic,Infectious and parasitic disease
0399,ACTINOMYCOSIS NOS,NonChronic,Infectious and parasitic disease
0400,GAS GANGRENE,NonChronic,Infectious and parasitic disease
0401,RHINOSCLEROMA,NonChronic,Infectious and parasitic disease
0402,WHIPPLES DISEASE,NonChronic,Infectious and parasitic disease
0403,NECROBACILLOSIS,NonChronic,Infectious and parasitic disease
04041,INFANT BOTULISM (Begin 2007),NonChronic,Infectious and parasitic disease
04042,WOUND BOTULISM (Begin 2007),NonChronic,Infectious and parasitic disease
04081,TROPICAL PYOMYOSITIS,NonChronic,Infectious and parasitic disease
04082,TOXIC SHOCK SYNDROME (Begin 2002),NonChronic,Infectious and parasitic disease
04089,BACTERIAL DISEASES NEC,NonChronic,Infectious and parasitic disease
0410,STREPTOCOCCUS INFECT NOS (Begin 1980 End 1992),NonChronic,Infectious and parasitic disease
04100,STREPTOCOCCUS UNSPEC (Begin 1992),NonChronic,Infectious and parasitic disease
04101,GROUP A STREPTOCOCCUS (Begin 1992),NonChronic,Infectious and parasitic disease
04102,GROUP B STREPTOCOCCUS (Begin 1992),NonChronic,Infectious and parasitic disease
04103,GROUP C STREPTOCOCCUS (Begin 1992),NonChronic,Infectious and parasitic disease
04104,GROUP D STREPTOCOCCUS (Begin 1992),NonChronic,Infectious and parasitic disease
