I9_PR,I9_PR_desc,proc_class
1272,CYCLOCRYOTHERAPY,Major Therapeutic
1273,CYCLOPHOTOCOAGULATION,Major Therapeutic
1274,CIL BODY DIMINUTION NOS,Major Therapeutic
1279,GLAUCOMA PROCEDURE NEC,Major Therapeutic
1281,SUTURE SCLERAL LACER,Major Therapeutic
1282,SCLERAL FISTULA REPAIR,Major Therapeutic
1283,REVIS ANT SEG OP WND NEC,Major Therapeutic
1284,DESTRUCT SCLERAL LESION,Major Therapeutic
1285,REPAIR STAPHYLOM W GRAFT,Major Therapeutic
1286,REP SCLER STAPHYLOMA NEC,Major Therapeutic
1287,GRAFT REINFORCE SCLERA,Major Therapeutic
1288,SCLERA REINFORCEMENT NEC,Major Therapeutic
1289,SCLERAL OPERATION NEC,Major Therapeutic
1291,THERAPEUT EVAC ANT CHAMB,Major Therapeutic
1292,ANTERIOR CHAMBER INJECT,Major Therapeutic
1293,REMOV EPITHEL DOWNGROWTH,Major Therapeutic
1297,IRIS OPERATION NEC,Major Therapeutic
1298,CILIARY BODY OP NEC,Major Therapeutic
1299,ANTERIOR CHAMBER OP NEC,Major Therapeutic
1300,REMOVE FB LENS NOS,Major Therapeutic
1301,MAGNET REMOVE FB LENS,Major Therapeutic
1302,NONMAGNET REMOVE FB LENS,Major Therapeutic
1311,TEMPINF INTRCAP LENS EX,Major Therapeutic
1319,INTRACAPSUL LENS EXT NEC,Major Therapeutic
132 ,LINEAR EXTRACAP LENS EXT,Major Therapeutic
133 ,SIMPL ASPIR LENS EXTRACT,Major Therapeutic
1341,CATARAC PHACOEMULS/ASPIR,Major Therapeutic
1342,POST CATARAC FRAG/ASPIR,Major Therapeutic
1343,CATARACT FRAG/ASPIR NEC,Major Therapeutic
1351,TEMPINF XTRACAP LENS EX,Major Therapeutic
1359,EXTRACAP LENS EXTRAC NEC,Major Therapeutic
1361,DISC PRIME MEM CATARACT (Begin 1980 End 1991),Major Therapeutic
1362,EXC PRIME MEM CATARACT (Begin 1980 End 1991),Major Therapeutic
1363,MECH FRAG MEM CATARACT (Begin 1980 End 1991),Major Therapeutic
1364,AFTERCATAR DISCISSION,Major Therapeutic
1365,AFTERCATARACT EXCISION,Major Therapeutic
1366,AFTER CATAR FRAGMNTATION,Major Therapeutic
1369,CATARACT EXTRACTION NEC,Major Therapeutic
1370,INSERT PSEUDOPHAKOS NOS,Major Therapeutic
1371,INSERT LENS AT CATAR EXT,Major Therapeutic
1372,SECONDARY INSERT LENS,Major Therapeutic
138 ,IMPLANTED LENS REMOVAL,Major Therapeutic
139 ,OTHER OPERATIONS ON LENS,Major Therapeutic
1390,OPERATION ON LENS NEC    (Begin 2006),Major Therapeutic
1391,IMPL INTRAOC TELESC PROS (Begin 2006),Major Therapeutic
1400,REMOV POST SEGMNT FB NOS,Major Therapeutic
1401,MAGNET REMOV POST SEG FB,Major Therapeutic
1402,NONMAG REMOV POST SEG FB,Major Therapeutic
1411,DIAGNOST VITREOUS ASPIR,Major Diagnostic
1419,DX PROC POST SEG NEC,Major Diagnostic
1421,CHORIORET LES DIATHERMY,Major Therapeutic
1422,CHORIORETIN LES CRYOTHER,Major Therapeutic
1423,CHORIORET LES XENON COAG,Minor Therapeutic
1424,CHORIORET LES LASER COAG,Minor Therapeutic
1425,CHORIORET LES P/COAG NOS,Minor Therapeutic
1426,CHORIORET LES RADIOTHER,Major Therapeutic
1427,CHORIORET LES RAD IMPLAN,Major Therapeutic
1429,CHORIORET LES DESTR NEC,Major Therapeutic
1431,RETINAL TEAR DIATHERMY,Major Therapeutic
1432,RETINAL TEAR CRYOTHERAPY,Major Therapeutic
1433,RETINAL TEAR XENON COAG,Minor Therapeutic
1434,RETINAL TEAR LASER COAG,Minor Therapeutic
1435,RETINA TEAR PHOTOCOA NOS,Minor Therapeutic
1439,RETINAL TEAR REPAIR NEC,Major Therapeutic
1441,SCLERAL BUCKLE W IMPLANT,Major Therapeutic
1449,SCLERAL BUCKLING NEC,Major Therapeutic
1451,DETACH RETINADIATHERMY,Major Therapeutic
1452,DETACH RETINACRYOTHERAP,Major Therapeutic
1453,DETACH RETINA XENON COAG,Major Therapeutic
1454,DETACH RETINA LASER COAG,Major Therapeutic
1455,DETACH RET PHOTOCOAG NOS,Major Therapeutic
1459,REPAIR RETINA DETACH NEC,Major Therapeutic
146 ,REMOV PROS MAT POST SEG,Major Therapeutic
1471,ANTERIOR REMOV VITREOUS,Major Therapeutic
1472,VITREOUS REMOVAL NEC,Major Therapeutic
1473,ANTERIOR MECHAN VITRECT,Major Therapeutic
1474,MECH VITRECTOMY NEC,Major Therapeutic
1475,VITREOUS SUBSTITUT INJEC,Major Therapeutic
1479,VITREOUS OPERATION NEC,Major Therapeutic
1481,IMPLANTATION OF EPIRETINAL VISUAL PROSTHESIS����������������,Major Therapeutic
1482,REMOVAL OF EPIRETINAL VISUAL PROSTHESIS���������������������,Major Therapeutic
1483,REVISION OR REPLACEMENT OF EPIRETINAL VISUAL PROSTHESIS�����,Major Therapeutic
149 ,OTHER POST SEGMENT OPS,Major Therapeutic
1501,EXTRAOC MUSCTEND BIOPSY,Major Diagnostic
1509,EXTRAOC MUSC DX PROC NEC,Major Diagnostic
1511,ONE EXTRAOC MUS RECESS,Major Therapeutic
1512,1 EXTRAOC MUSCL ADVANCE,Major Therapeutic
1513,1 EXTRAOC MUSCL RESECT,Major Therapeutic
1519,XTRAOC MUS OP/DETACH NEC,Major Therapeutic
1521,LENGTHEN 1 EXTRAOC MUSC,Major Therapeutic
1522,SHORTEN 1 EXTRAOC MUSC,Major Therapeutic
1529,OP ON 1 EXTRAOC MUSC NEC,Major Therapeutic
153 ,TEMP DETACH >1 XTROC MUS,Major Therapeutic
154 ,OTH OP ON >L EXTRAOC MUS,Major Therapeutic
155 ,EXTRAOCUL MUS TRANSPOSIT,Major Therapeutic
156 ,REVIS EXTRAOC MUSC SURG,Major Therapeutic
157 ,EXTRAOC MUSC INJ REPAIR,Major Therapeutic
159 ,OTH EXTRAOC MUSTEND OP,Major Therapeutic
1601,ORBITOTOMY W BONE FLAP,Major Therapeutic
1602,ORBITOTOMY W IMPLANT,Major Therapeutic
1609,ORBITOTOMY NEC,Major Therapeutic
161 ,REMOVE PENETRAT FB EYE,Major Therapeutic
1621,OPHTHALMOSCOPY,Minor Diagnostic
1622,DIAGNOSTIC ASP OF ORBIT,Major Diagnostic
1623,EYEBALL & ORBIT BIOPSY,Major Diagnostic
1629,EYEBAL/ORBIT DX PROC NEC,Major Diagnostic
1631,EYE EVISC W SYNCH IMPLAN,Major Therapeutic
1639,EYEBALL EVISCERATION NEC,Major Therapeutic
1641,EYE ENUC/IMPLAN/MUSC ATT,Major Therapeutic
1642,EYE ENUC W IMPLANT NEC,Major Therapeutic
1649,EYEBALL ENUCLEATION NEC,Major Therapeutic
1651,RADICAL ORBITOMAXILLECT,Major Therapeutic
1652,ORBIT EXENT W BONE REMOV,Major Therapeutic
1659,ORBITAL EXENTERATION NEC,Major Therapeutic
1661,2NDRY OCULAR IMP INSERT,Major Therapeutic
1662,REVIS/REINSERT OCUL IMP,Major Therapeutic
1663,REVIS ENUC SOCKET W GRFT,Major Therapeutic
1664,ENUC SOCKET REVIS NEC,Major Therapeutic
1665,2NDRY EXENT CAVITY GRAFT,Major Therapeutic
1666,REVIS EXENTER CAVITY NEC,Major Therapeutic
1669,2ND OP POST EYE REM NEC,Major Therapeutic
1671,REMOVE OCULAR IMPLANT,Major Therapeutic
1672,REMOVE ORBITAL IMPLANT,Major Therapeutic
1681,REPAIR OF ORBITAL WOUND,Major Therapeutic
1682,REPAIR EYEBALL RUPTURE,Major Therapeutic
1689,EYE/ORBIT INJ REPAIR NEC,Major Therapeutic
1691,RETROBULBAR INJECTION,Minor Therapeutic
1692,EXCISION ORBITAL LESION,Major Therapeutic
1693,EXCISION EYE LESION NOS,Major Therapeutic
1698,OPERATION ON ORBIT NEC,Major Therapeutic
1699,OPERATION ON EYEBALL NEC,Major Therapeutic
1711,LAP DIR ING HERN-GRAFT (begin 2008),Major Therapeutic
1712,LAP INDIR ING HERN-GRAFT (begin 2008),Major Therapeutic
1713,LAP ING HERN-GRAFT NOS (begin 2008),Major Therapeutic
1721,LAP BIL DIR ING HRN-GRFT (begin 2008),Major Therapeutic
1722,LAP BI INDIR ING HRN-GRF (begin 2008),Major Therapeutic
1723,LAP BI DR/IND ING HRN-GR (begin 2008),Major Therapeutic
1724,LAP BIL ING HERN-GRF NOS (begin 2008),Major Therapeutic
1731,LAP MUL SEG RES LG INTES (begin 2008),Major Therapeutic
1732,LAPAROSCOPIC CECECTOMY (begin 2008),Major Therapeutic
1733,LAP RIGHT HEMICOLECTOMY (begin 2008),Major Therapeutic
1734,LAP RES TRANSVERSE COLON (begin 2008),Major Therapeutic
1735,LAP LEFT HEMICOLECTOMY (begin 2008),Major Therapeutic
1736,LAP SIGMOIDECTOMY (begin 2008),Major Therapeutic
1739,LAP PT EX LRG INTEST NEC (begin 2008),Major Therapeutic
1741,OPEN ROBOTIC ASSIST PROC (begin 2008),Minor Therapeutic
1742,LAP ROBOTIC ASSIST PROC (begin 2008),Minor Therapeutic
1743,PERC ROBOTIC ASSIST PROC (begin 2008),Minor Therapeutic
1744,ENDO ROBOTIC ASSIST PROC (begin 2008),Minor Therapeutic
1745,THORACO ROBOTIC AST PROC (begin 2008),Minor Therapeutic
1749,ROBOTIC AST PROC NEC/NOS (begin 2008),Minor Therapeutic
1751,Implant CCMtotal system (begin 2009),Major Therapeutic
1752,Implant CCM pulse genrtr (begin 2009),Major Therapeutic
1753,PERC ATHER EXTRACRAN VSL (Begin 2011),Major Therapeutic
1754,PERC ATHER INTRACRAN VSL (Begin 2011),Major Therapeutic
1755,TRANSLUM COR ATHERECTOMY (Begin 2011),Major Therapeutic
1756,ATHER OTH NON-COR VESSEL (Begin 2011),Major Therapeutic
1761,LITT lesn brainguidance (begin 2009),Major Therapeutic
1762,LITT les hd/nckguidance (begin 2009),Major Therapeutic
1763,LITT lesn liverguidance (begin 2009),Major Therapeutic
1769,LITT lesn guide oth/NOS (begin 2009),Major Therapeutic
1770,INTRAVENOUS INFUSION OF CLOFARABINE (begin 2009),Minor Therapeutic
1771,NON-CORONARY IFVA (Begin 2010),Minor Diagnostic
1781,INSERT ANTIMICROBIAL ENV (Begin 2011),Minor Therapeutic
1801,PIERCING OF EAR LOBE,Minor Therapeutic
1802,EXT AUDITORY CANAL INCIS,Minor Therapeutic
1809,EXTERNAL EAR INCIS NEC,Minor Therapeutic
1811,OTOSCOPY,Minor Diagnostic
1812,EXTERNAL EAR BIOPSY,Minor Diagnostic
1819,EXT EAR DIAGNOS PROC NEC,Minor Diagnostic
1821,PREAURICULAR SINUS EXCIS,Major Therapeutic
1829,DESTRUCT EXT EAR LES NEC,Minor Therapeutic
1831,RAD EXCIS EXT EAR LES,Major Therapeutic
1839,EXCIS EXTERNAL EAR NEC,Major Therapeutic
184 ,SUTURE EXT EAR LAC,Minor Therapeutic
185 ,CORRECTION PROMINENT EAR,Major Therapeutic
186 ,EXT AUDIT CANAL RECONSTR,Major Therapeutic
1871,CONSTRUCTION EAR AURICLE,Major Therapeutic
1872,REATTACH AMPUTATED EAR,Major Therapeutic
1879,PLASTIC REP EXT EAR NEC,Major Therapeutic
189 ,OTHER EXT EAR OPERATIONS,Major Therapeutic
190 ,STAPES MOBILIZATION,Major Therapeutic
1911,STAPEDECT W REPLAC INCUS,Major Therapeutic
1919,STAPEDECTOMY NEC,Major Therapeutic
1921,REV STAPDEC W INCUS REPL,Major Therapeutic
1929,STAPEDECTOMY REVIS NEC,Major Therapeutic
193 ,OSSICULAR CHAIN OP NEC,Major Therapeutic
194 ,MYRINGOPLASTY,Major Therapeutic
1952,TYPE 2 TYMPANOPLASTY,Major Therapeutic
1953,TYPE 3 TYMPANOPLASTY,Major Therapeutic
1954,TYPE 4 TYMPANOPLASTY,Major Therapeutic
1955,TYPE 5 TYMPANOPLASTY,Major Therapeutic
196 ,TYMPANOPLASTY REVISION,Major Therapeutic
199 ,MIDDLE EAR REPAIR NEC,Major Therapeutic
2001,MYRINGOTOMY W INTUBATION,Major Therapeutic
2009,MYRINGOTOMY NEC,Minor Therapeutic
201 ,TYMPANOSTOMY TUBE REMOVE,Minor Therapeutic
2021,MASTOID INCISION,Major Therapeutic
2022,PETRUS PYRAM AIR CEL INC,Major Therapeutic
2023,MIDDLE EAR INCISION,Major Therapeutic
2031,ELECTROCOCHLEOGRAPHY,Minor Diagnostic
2032,MID & INNER EAR BIOPSY,Major Diagnostic
2039,MID/IN EAR DX PROC NEC,Major Diagnostic
2041,SIMPLE MASTOIDECTOMY,Major Therapeutic
2042,RADICAL MASTOIDECTOMY,Major Therapeutic
2049,MASTOIDECTOMY NEC,Major Therapeutic
2051,EXCISE MIDDLE EAR LESION,Major Therapeutic
2059,MIDDLE EAR EXCISION NEC,Major Therapeutic
2061,INNER EAR FENESTRATION,Major Therapeutic
2062,REVIS INNER EAR FENESTRA,Major Therapeutic
2071,ENDOLYMPHATIC SHUNT,Major Therapeutic
2072,INNER EAR INJECTION,Major Therapeutic
2079,INC/EXC/DESTR IN EAR NEC,Major Therapeutic
208 ,EUSTACHIAN TUBE OPS,Minor Therapeutic
2091,TYMPANOSYMPATHECTOMY,Major Therapeutic
2092,MASTOIDECTOMY REVISION,Major Therapeutic
2093,REPAIR OVAL/ROUND WINDOW,Major Therapeutic
2094,TYMPANIC INJECTION,Minor Therapeutic
2095,ELECMAG HEAR DEV IMPLANT,Major Therapeutic
2096,IMPLT COCHLEAR PROST NOS (Begin 1986),Major Therapeutic
2097,IMP/REP SCHAN COCH PROS (Begin 1986),Major Therapeutic
2098,IMP/REP MCHAN COCHL PROS (Begin 1986),Major Therapeutic
2099,MIDINNER EAR OPS NEC,Major Therapeutic
2100,CONTROL OF EPISTAXIS NOS,Minor Therapeutic
2101,ANT NASAL PACK FOR EPIST,Minor Therapeutic
2102,POST NASAL PAC FOR EPIST,Minor Therapeutic
2103,CAUTERY TO STOP EPISTAX,Minor Therapeutic
2104,ETHMOID ART LIGATEPIST,Major Therapeutic
2105,MAX ART LIG FOR EPISTAX,Major Therapeutic
2106,EXT CAROT ART LIGEPIST,Major Therapeutic
2107,NASAL SEPT GRFTEPISTAX,Major Therapeutic
2109,EPISTAXIS CONTROL NEC,Major Therapeutic
211 ,INCISION OF NOSE,Minor Therapeutic
2121,RHINOSCOPY,Minor Diagnostic
2122,NASAL BIOPSY,Minor Diagnostic
2129,NASAL DX PROC NEC,Minor Diagnostic
2130,NASAL LESION EXCIS NOS,Minor Therapeutic
2131,INTRANAS LES DESTRUCTION,Minor Therapeutic
2132,NASAL LES DESTRUCT NEC,Minor Therapeutic
214 ,RESECTION OF NOSE,Major Therapeutic
215 ,SUBMUC NASAL SEPT RESECT,Major Therapeutic
2161,DIATHER/CRYO TURBINECTOM,Major Therapeutic
2162,TURBINATE FRACTURE,Major Therapeutic
2169,TURBINECTOMY NEC,Major Therapeutic
2171,CLOS REDUCTION NASAL FX,Minor Therapeutic
2172,OPEN REDUCTION NASAL FX,Major Therapeutic
2181,NASAL LACERATION SUTURE,Minor Therapeutic
2182,NASAL FISTULA CLOSURE,Major Therapeutic
2183,TOT NASAL RECONSTRUCTION,Major Therapeutic
2184,REVISION RHINOPLASTY,Major Therapeutic
2185,AUGMENTATION RHINOPLASTY,Major Therapeutic
2186,LIMITED RHINOPLASTY,Major Therapeutic
2187,RHINOPLASTY NEC,Major Therapeutic
2188,SEPTOPLASTY NEC,Major Therapeutic
2189,NASAL REPAIR NEC,Major Therapeutic
2191,LYSIS OF NASAL ADHESIONS,Minor Therapeutic
2199,NASAL OPERATION NEC,Major Therapeutic
2200,SINUS ASPIRAT/LAVAGE NOS,Minor Therapeutic
2201,SINUS PUNCT FOR LAVAGE,Minor Therapeutic
2202,SINUS LAVAGE THRU OSTIUM,Minor Therapeutic
2211,(CLOSED) NASAL SINUS BX (Begin 1980),Minor Diagnostic
2212,OPEN BIOPSY NASAL SINUS (Begin 1988),Major Diagnostic
2219,NASAL SINUS DX PROC NEC,Minor Diagnostic
222 ,INTRANASAL ANTROTOMY,Minor Therapeutic
2231,RADICAL MAXILLARY ANTROT,Major Therapeutic
2239,EXT MAXILLARY ANTROT NEC,Major Therapeutic
2241,FRONTAL SINUSOTOMY,Major Therapeutic
2242,FRONTAL SINUSECTOMY,Major Therapeutic
2250,SINUSOTOMY NOS,Major Therapeutic
2251,ETHMOIDOTOMY,Major Therapeutic
2252,SPHENOIDOTOMY,Major Therapeutic
2253,MULTIPLE SINUS INCISION,Major Therapeutic
2260,SINUSECTOMY NOS,Major Therapeutic
2261,CLUC EXC MAX SINUS LES,Major Therapeutic
2262,EXC MAX SINUS LESION NEC,Major Therapeutic
2263,ETHMOIDECTOMY,Major Therapeutic
2264,SPHENOIDECTOMY,Major Therapeutic
2271,NASAL SINUS FISTULA CLOS,Major Therapeutic
2279,NASAL SINUS REPAIR NEC,Major Therapeutic
229 ,OTHER NASAL SINUS OPS,Major Therapeutic
2301,DECIDUOUS TOOTH EXTRACT,Minor Therapeutic
2309,TOOTH EXTRACTION NEC,Minor Therapeutic
2311,RESIDUAL ROOT REMOVAL,Minor Therapeutic
2319,SURG TOOTH EXTRACT NEC,Minor Therapeutic
232 ,TOOTH RESTOR BY FILLING,Minor Therapeutic
233 ,TOOTH RESTORAT BY INLAY,Minor Therapeutic
2341,CROWN APPLICATION,Minor Therapeutic
2342,FIXED BRIDGE INSERTION,Minor Therapeutic
2343,INSERT REMOVABLE BRIDGE,Minor Therapeutic
2349,DENTAL RESTORATION NEC,Minor Therapeutic
235 ,TOOTH IMPLANTATION,Minor Therapeutic
236 ,PROSTHET DENTAL IMPLANT,Minor Therapeutic
2370,ROOT CANAL NOS,Minor Therapeutic
2371,ROOT CANAL W IRRIGATION,Minor Therapeutic
2372,ROOT CANAL W APICOECTOMY,Minor Therapeutic
2373,APICOECTOMY,Minor Therapeutic
240 ,GUM OR ALVEOLAR INCISION,Minor Therapeutic
2411,GUM BIOPSY,Minor Diagnostic
2412,ALVEOLUS BIOPSY,Minor Diagnostic
2419,TOOTH & GUM DX PROC NEC,Minor Diagnostic
242 ,GINGIVOPLASTY,Major Therapeutic
2431,GUM LESION EXCISION,Minor Therapeutic
2432,SUTURE OF GUM LACERATION,Minor Therapeutic
2439,GUM OPERATION NEC,Minor Therapeutic
244 ,EXC OF DENTAL LES OF JAW,Major Therapeutic
245 ,ALVEOLOPLASTY,Major Therapeutic
246 ,EXPOSURE OF TOOTH,Minor Therapeutic
247 ,ORTHODON APPLIANC APPLIC,Minor Therapeutic
248 ,OTHER ORTHODONTIC OPERAT,Minor Therapeutic
2491,EXTEN BUCCOLABIAL/SULCUS,Minor Therapeutic
2499,DENTAL OPERATION NEC,Minor Therapeutic
2501,(CLOSED) BIOPSY OF TONGUE (Begin 1980),Minor Diagnostic
2502,(OPEN)OTH BIOPSY OF TONGUE (Begin 1980),Major Diagnostic
2509,TONGUE DX PROCEDURE NEC,Minor Diagnostic
251 ,DESTRUCTION TONGUE LES,Major Therapeutic
252 ,PARTIAL GLOSSECTOMY,Major Therapeutic
253 ,COMPLETE GLOSSECTOMY,Major Therapeutic
254 ,RADICAL GLOSSECTOMY,Major Therapeutic
2551,SUTURE OF TONGUE LACERAT,Minor Therapeutic
2559,REPAIR OF TONGUE NEC,Major Therapeutic
2591,LINGUAL FRENOTOMY,Minor Therapeutic
2592,LINGUAL FRENECTOMY,Minor Therapeutic
2593,LYSIS OF TONGUE ADHESION,Minor Therapeutic
2594,OTHER GLOSSOTOMY,Major Therapeutic
2599,TONGUE OPERATION NEC,Major Therapeutic
260 ,INCIS SALIVARY GLND/DUCT,Minor Therapeutic
2611,(CLOS)BX SALIV GLAND/DUCT (Begin 1980),Minor Diagnostic
2612,OPEN BX SALIV GLAND/DUCT (Begin 1988),Major Diagnostic
2619,SALIV GLND DX PROC NEC,Minor Diagnostic
2621,SALIVARY CYST MARSUPIAL,Major Therapeutic
2629,SALIV LESION EXCIS NEC,Major Therapeutic
2630,SIALOADENECTOMY NOS,Major Therapeutic
2631,PARTIAL SIALOADENECTOMY,Major Therapeutic
2632,COMPLETE SIALOADENECTOMY,Major Therapeutic
2641,SUTURE OF SALIV GLND LAC,Major Therapeutic
2642,SALIVARY FISTULA CLOSURE,Major Therapeutic
2649,SALIVARY REPAIR NEC,Major Therapeutic
2691,SALIVARY DUCT PROBING,Minor Therapeutic
2699,SALIVARY OPERATION NEC,Major Therapeutic
270 ,DRAIN FACE & MOUTH FLOOR,Major Therapeutic
271 ,INCISION OF PALATE,Major Therapeutic
2721,BONY PALATE BIOPSY,Major Diagnostic
2722,UVULA & SOFT PALATE BX,Major Diagnostic
2723,LIP BIOPSY,Minor Diagnostic
2724,MOUTH BIOPSY NOS,Minor Diagnostic
2729,ORAL CAVITY DX PROC NEC,Minor Diagnostic
2731,LOC EXC BONY PALATE LES,Major Therapeutic
2732,WIDE EXC BONY PALATE LES,Major Therapeutic
2741,LABIAL FRENUMECTOMY,Minor Therapeutic
2742,WIDE EXCISION OF LIP LES,Major Therapeutic
2743,EXCISION OF LIP LES NEC,Major Therapeutic
2749,EXCISION OF MOUTH NEC,Major Therapeutic
2751,SUTURE OF LIP LACERATION,Minor Therapeutic
2752,SUTURE OF MOUTH LAC NEC,Minor Therapeutic
2753,CLOSURE OF MOUTH FISTULA,Major Therapeutic
2754,REPAIR OF CLEFT LIP,Major Therapeutic
2755,FULLTHICK GRFT TO MOUTH,Major Therapeutic
2756,SKIN GRAFT TO MOUTH NEC,Major Therapeutic
2757,PEDICLE ATTACH TO MOUTH,Major Therapeutic
2759,MOUTH REPAIR NEC,Major Therapeutic
2761,SUTURE OF PALATE LACERAT,Major Therapeutic
2762,CLEFT PALATE CORRECTION,Major Therapeutic
2763,REVIS CLEFT PALAT REPAIR,Major Therapeutic
2764,INSERT PALATAL IMPLANT (Begin 2004),Minor Therapeutic
2769,OTH PLASTIC REPAIR PALAT,Major Therapeutic
2771,INCISION OF UVULA,Major Therapeutic
2772,EXCISION OF UVULA,Major Therapeutic
2773,REPAIR OF UVULA,Major Therapeutic
2779,OTHER UVULA OPERATIONS,Major Therapeutic
2791,LABIAL FRENOTOMY,Minor Therapeutic
2792,MOUTH INCISION NOS,Major Therapeutic
2799,ORAL CAVITY OPS NEC,Major Therapeutic
280 ,PERITONSILLAR I & D,Major Therapeutic
2811,TONSIL&ADENOID BIOPSY,Major Diagnostic
2819,TONSIL&ADENOID DX OP NEC,Major Diagnostic
282 ,TONSILLECTOMY,Major Therapeutic
283 ,TONSILLECTOMY/ADENOIDEC,Major Therapeutic
284 ,EXCISION OF TONSIL TAG,Major Therapeutic
285 ,EXCISION LINGUAL TONSIL,Major Therapeutic
286 ,ADENOIDECTOMY,Major Therapeutic
287 ,HEMORR CONTRL POST T & A,Major Therapeutic
2891,INCIS TO REMOV TONSIL FB,Major Therapeutic
2892,EXCIS TONSIL/ADENOID LES,Major Therapeutic
2899,TONSIL/ADENOID OPS NEC,Major Therapeutic
290 ,PHARYNGOTOMY,Major Therapeutic
2911,PHARYNGOSCOPY,Minor Diagnostic
2912,PHARYNGEAL BIOPSY,Minor Diagnostic
2919,PHARYNGEAL DX PROC NEC,Minor Diagnostic
292 ,EXC BRANCHIAL CLEFT CYST,Major Therapeutic
293 ,DESTRUCT PHARYNGEAL LES (Begin 1980 End 1991),Major Therapeutic
2931,CRICOPHARYNGEAL MYOTOMY (Begin 1991),Major Therapeutic
2932,PHARYNGEAL DIVERTICULEC (Begin 1991),Major Therapeutic
2933,PHARYNGECTOMY (Begin 1991),Major Therapeutic
2939,EXCIS/DESTR LES PHAR NEC (Begin 1991),Major Therapeutic
294 ,PLASTIC OP ON PHARYNX,Major Therapeutic
2951,SUTURE OF PHARYNGEAL LAC,Major Therapeutic
2952,CLOS BRANCH CLEFT FISTUL,Major Therapeutic
2953,CLOS PHARYNX FISTULA NEC,Major Therapeutic
2954,LYSIS PHARYNGEAL ADHES,Major Therapeutic
2959,PHARYNGEAL REPAIR NEC,Major Therapeutic
2991,PHARYNGEAL DILATION,Minor Therapeutic
2992,DIVIS GLOSSOPHARYNG NERV,Major Therapeutic
2999,PHARYNGEAL OPERATION NEC,Major Therapeutic
3001,LARYNX CYST MARSUPIALIZ,Major Therapeutic
3009,DESTRUCT LARYNX LES NEC,Major Therapeutic
301 ,HEMILARYNGECTOMY,Major Therapeutic
3021,EPIGLOTTIDECTOMY,Major Therapeutic
3022,VOCAL CORDECTOMY,Major Therapeutic
3029,OTHER PART LARYNGECTOMY,Major Therapeutic
303 ,COMPLETE LARYNGECTOMY,Major Therapeutic
304 ,RADICAL LARYNGECTOMY,Major Therapeutic
310 ,INJECTION OF LARYNX,Minor Therapeutic
311 ,TEMPORARY TRACHEOSTOMY,Minor Therapeutic
3121,MEDIASTINAL TRACHEOSTOMY,Major Therapeutic
3129,OTHER PERM TRACHEOSTOMY,Major Therapeutic
313 ,INCIS LARYNX TRACHEA NEC,Major Therapeutic
3141,TRACHEOSCOPY THRU STOMA,Minor Diagnostic
3142,LARYGNOSCOPY/TRACHEOSCOP,Minor Diagnostic
3143,(CLOSED) BIOPSY LARYNX (Begin 1980),Minor Diagnostic
3144,(CLOSED) BIOPSY TRACHEA (Begin 1980),Minor Diagnostic
3145,OPN BX LARYNX OR TRACHEA (Begin 1988),Major Diagnostic
3148,OTH LARYNX DX PROCEDURE,Minor Diagnostic
3149,OTH TRACHEA DX PROCEDURE,Minor Diagnostic
315 ,LOCAL DESTRUC TRACH LES,Major Therapeutic
3161,SUTURE OF LARYNGEAL LAC,Major Therapeutic
3162,LARYNGEAL FISTULA CLOS,Major Therapeutic
3163,LARYNGOSTOMY REVISION,Major Therapeutic
3164,LARYNGEAL FX REPAIR,Major Therapeutic
3169,OTHER LARYNGEAL REPAIR,Major Therapeutic
3171,SUTURE OF TRACHEAL LACER,Major Therapeutic
3172,CLOSURE OF TRACHEOSTOMY,Major Therapeutic
3173,TRACHEA FISTULA CLOS NEC,Major Therapeutic
3174,REVISION OF TRACHEOSTOMY,Major Therapeutic
3175,TRACHEAL RECONSTRUCTION,Major Therapeutic
3179,OTHER TRACHEAL REPAIR,Major Therapeutic
3191,LARYNGEAL NERV DIVISION,Major Therapeutic
3192,LYSIS TRACH/LARYNX ADHES,Major Therapeutic
3193,REPLACE TRAC/LARYN STENT,Minor Therapeutic
3194,TRACHEAL INJECTION,Minor Therapeutic
3195,TRACHEOESOPH FISTULIZAT (Begin 1989),Minor Therapeutic
3198,OTH LARYNGEAL OPERATION,Major Therapeutic
3199,OTHER TRACHEAL OPERATION,Major Therapeutic
320 ,LOCAL EXCIS DESTR BRONC LES (End 1989),Major Therapeutic
3201,ENDOSC DESTRUC BRONC LES (Begin 1989),Minor Therapeutic
3209,OTHER DESTRUC BRONC LES (Begin 1989),Major Therapeutic
321 ,OTHER BRONCHIAL EXCISION,Major Therapeutic
3220,THORAC EXC LUNG LESION (Begin 2007),Major Therapeutic
3221,EMPHYSEMA BLEB PLICATION,Major Therapeutic
3222,LUNG VOL REDUCT SURG (Begin 1995),Major Therapeutic
3223,OPEN ABLTN LUNG LES/TISS (Begin 2006),Major Therapeutic
3224,PERC ABLTN LUNG LES/TISS (Begin 2006),Major Therapeutic
3225,THOR ABLTN LUNG LES/TISS (Begin 2006),Major Therapeutic
3226,ABLTN LUNG TISS NEC/NOS  (Begin 2006),Major Therapeutic
3227,BRNC THRMPLSTYABLT MSCL (Begin 2010),Major Therapeutic
3228,ENDOSC DESTRUC LUNG LES (Begin 1989),Minor Therapeutic
3229,DESTROY LOC LUNG LES NEC,Major Therapeutic
